time,enmo,anglez,physical_activity_levels,nonwear_epoch,sleep_windows_epoch
2024-06-17T15:45:25.000000000,0.12925826612387736,-16.797948127945002,1,false,false
2024-06-17T15:45:30.000000000,0.04708893131042698,24.024996639831983,0,false,false
2024-06-17T15:45:35.000000000,0.042811453530493065,25.109279044687696,0,false,false
2024-06-17T15:45:40.000000000,0.12958046435231899,-15.154710967129533,1,false,false
2024-06-17T15:45:45.000000000,0.035052316568774465,-54.070583016772204,0,false,false
2024-06-17T15:45:50.000000000,0.043811457731524,-59.91088877253025,0,false,false
2024-06-17T15:45:55.000000000,0.07807237342926894,-60.51304088146999,1,false,false
2024-06-17T15:46:00.000000000,0.004874289111510731,-75.7611618036525,0,false,false
2024-06-17T15:46:05.000000000,0.0037827803564271572,-77.01141473062903,0,false,false
2024-06-17T15:46:10.000000000,0.002872805029467384,-77.05179560176943,0,false,false
2024-06-17T15:46:15.000000000,0.003319943310505943,-77.06583870754767,0,false,false
2024-06-17T15:46:20.000000000,0.003916604602472594,-77.05940313717069,0,false,false
2024-06-17T15:46:25.000000000,0.0028910168402381735,-77.0723523269801,0,false,false
2024-06-17T15:46:30.000000000,0.03425116391710766,-71.07351029042674,0,false,false
2024-06-17T15:46:35.000000000,0.0029707977544011412,-76.29100762692201,0,false,false
2024-06-17T15:46:40.000000000,0.0029078402527132133,-76.40328554006776,0,false,false
2024-06-17T15:46:45.000000000,0.0037790438219079993,-76.71225711841582,0,false,false
2024-06-17T15:46:50.000000000,0.0023210756538399944,-76.9011622459735,0,false,false
2024-06-17T15:46:55.000000000,0.002364244234912225,-77.24903125806628,0,false,false
2024-06-17T15:47:00.000000000,0.0022879864671044177,-77.4408461410942,0,false,false
2024-06-17T15:47:05.000000000,0.002300318104255084,-77.54282562084757,0,false,false
2024-06-17T15:47:10.000000000,0.0024409407482946827,-77.80954628185555,0,false,false
2024-06-17T15:47:15.000000000,0.0022661080621395008,-77.14616268682762,0,false,false
2024-06-17T15:47:20.000000000,0.002257078802506395,-77.45747194994179,0,false,false
2024-06-17T15:47:25.000000000,0.0022461490724308363,-77.58980130343592,0,false,false
2024-06-17T15:47:30.000000000,0.0018712259423998825,-77.65795028167629,0,false,false
2024-06-17T15:47:35.000000000,0.0015167920668092117,-77.71130396724787,0,false,false
2024-06-17T15:47:40.000000000,0.0025703571170644537,-77.69859181528932,0,false,false
2024-06-17T15:47:45.000000000,0.018379217593144474,-67.73588299800942,0,false,false
2024-06-17T15:47:50.000000000,0.0023417196997954424,-59.08080311043252,0,false,false
2024-06-17T15:47:55.000000000,0.0027149817164360017,-59.06327162546336,0,false,false
2024-06-17T15:48:00.000000000,0.0021491419520277923,-59.01421169863635,0,false,false
2024-06-17T15:48:05.000000000,0.001572900135364108,-59.04830273444875,0,false,false
2024-06-17T15:48:10.000000000,0.002267940282418172,-59.091642531495914,0,false,false
2024-06-17T15:48:15.000000000,0.002101292610282941,-59.103318090786864,0,false,false
2024-06-17T15:48:20.000000000,0.00911415479358793,-61.610088302744785,0,false,false
2024-06-17T15:48:25.000000000,0.001510125629665402,-58.842494647156904,0,false,false
2024-06-17T15:48:30.000000000,0.028680109236810143,-48.80112122450946,0,false,false
2024-06-17T15:48:35.000000000,0.009937917762234393,-29.893643448260434,0,false,false
2024-06-17T15:48:40.000000000,0.01234372418264289,-28.335844889812112,0,false,false
2024-06-17T15:48:45.000000000,0.007678561236857571,-26.29472069336011,0,false,false
2024-06-17T15:48:50.000000000,0.015375953815873365,-28.22820593615606,0,false,false
2024-06-17T15:48:55.000000000,0.007270594979233514,-21.13088857688527,0,false,false
2024-06-17T15:49:00.000000000,0.010857729414570085,-29.028864459717614,0,false,false
2024-06-17T15:49:05.000000000,0.006343620041053268,-31.570794364262333,0,false,false
2024-06-17T15:49:10.000000000,0.02040793079775757,-50.75077129958586,0,false,false
2024-06-17T15:49:15.000000000,0.003193134300816485,-61.88118639204774,0,false,false
2024-06-17T15:49:20.000000000,0.0037602980664757143,-60.44616176791785,0,false,false
2024-06-17T15:49:25.000000000,0.003049357492599212,-61.26209518003068,0,false,false
2024-06-17T15:49:30.000000000,0.0024429215907143162,-60.56035303705814,0,false,false
2024-06-17T15:49:35.000000000,0.002261470844407013,-60.61324130997906,0,false,false
2024-06-17T15:49:40.000000000,0.0030735355137024687,-61.184531741957834,0,false,false
2024-06-17T15:49:45.000000000,0.002293177895021019,-60.70077498699286,0,false,false
2024-06-17T15:49:50.000000000,0.002104882794988665,-60.787273554699226,0,false,false
2024-06-17T15:49:55.000000000,0.020088549426822953,-61.505478361364524,0,false,false
2024-06-17T15:50:00.000000000,0.012287154904148091,-66.70485507208684,0,false,false
2024-06-17T15:50:05.000000000,0.0048793908813582944,-63.780886715730205,0,false,false
2024-06-17T15:50:10.000000000,0.028670960178067872,-62.67968602593851,0,false,false
2024-06-17T15:50:15.000000000,0.0036588828123937872,-74.5149135911853,0,false,false
2024-06-17T15:50:20.000000000,0.0019988385190764504,-71.0590959061803,0,false,false
2024-06-17T15:50:25.000000000,0.008452935694052694,-66.9456385612197,0,false,false
2024-06-17T15:50:30.000000000,0.040196186225629864,-29.42536746741694,0,false,false
2024-06-17T15:50:35.000000000,0.016916259023190026,-17.964321625537288,0,false,false
2024-06-17T15:50:40.000000000,0.0009435487107470804,-20.106199420224325,0,false,false
2024-06-17T15:50:45.000000000,0.0036186979854757185,-20.491275400874255,0,false,false
2024-06-17T15:50:50.000000000,0.006775136872733207,-17.192372758517685,0,false,false
2024-06-17T15:50:55.000000000,0.019268993461142414,-26.804848640355587,0,false,false
2024-06-17T15:51:00.000000000,0.016619005430553172,-70.88772894782012,0,false,false
2024-06-17T15:51:05.000000000,0.00722745774415442,-72.52683722084957,0,false,false
2024-06-17T15:51:10.000000000,0.010446636915615549,-69.4740965088471,0,false,false
2024-06-17T15:51:15.000000000,0.04430108953561584,-58.37280961447027,0,false,false
2024-06-17T15:51:20.000000000,0.006044302608977473,-66.88189527191831,0,false,false
2024-06-17T15:51:25.000000000,0.017886330643644987,-62.940472973450824,0,false,false
2024-06-17T15:51:30.000000000,0.012827389161707118,-65.57516975355144,0,false,false
2024-06-17T15:51:35.000000000,0.008468026226791762,-64.58837014675953,0,false,false
2024-06-17T15:51:40.000000000,0.0349106073664913,-60.48075288738106,0,false,false
2024-06-17T15:51:45.000000000,0.009783999653223878,-67.36973694174429,0,false,false
2024-06-17T15:51:50.000000000,0.002347187434143716,-67.60975005516805,0,false,false
2024-06-17T15:51:55.000000000,0.03853040156318458,-59.542295152094724,0,false,false
2024-06-17T15:52:00.000000000,0.0028035288124153004,-61.8733994250901,0,false,false
2024-06-17T15:52:05.000000000,0.0017725704200676836,-61.846355161309866,0,false,false
2024-06-17T15:52:10.000000000,0.0027350124065174904,-61.90554522954668,0,false,false
2024-06-17T15:52:15.000000000,0.007571790477829226,-61.34893683110936,0,false,false
2024-06-17T15:52:20.000000000,0.0118565175566923,-65.0960541458301,0,false,false
2024-06-17T15:52:25.000000000,0.013377850182503686,-61.941975065504934,0,false,false
2024-06-17T15:52:30.000000000,0.0775865342504996,-50.31951630131291,1,false,false
2024-06-17T15:52:35.000000000,0.016901815813287754,-62.737896620400804,0,false,false
2024-06-17T15:52:40.000000000,0.048549214624993065,-57.77083888663281,0,false,false
2024-06-17T15:52:45.000000000,0.020374623203817634,-61.41436917471441,0,false,false
2024-06-17T15:52:50.000000000,0.002478427774531994,-64.32852485878792,0,false,false
2024-06-17T15:52:55.000000000,0.002049378735928777,-63.684389911929905,0,false,false
2024-06-17T15:53:00.000000000,0.002079985610660083,-63.17082255411573,0,false,false
2024-06-17T15:53:05.000000000,0.01192336615982932,-58.59197793717779,0,false,false
2024-06-17T15:53:10.000000000,0.002299677880294535,-61.201831895079366,0,false,false
2024-06-17T15:53:15.000000000,0.009620428180964077,-62.0813191956193,0,false,false
2024-06-17T15:53:20.000000000,0.07820549774536872,-52.03591807882497,1,false,false
2024-06-17T15:53:25.000000000,0.04729466160599005,-53.74433999726287,0,false,false
2024-06-17T15:53:30.000000000,0.028009476495458353,-32.679945764785444,0,false,false
2024-06-17T15:53:35.000000000,0.018901665019932075,-20.708892945853204,0,false,false
2024-06-17T15:53:40.000000000,0.02880252434341075,-42.000541893409526,0,false,false
2024-06-17T15:53:45.000000000,0.00317750763984355,-37.32470232339526,0,false,false
2024-06-17T15:53:50.000000000,0.002581772817008888,-36.8090357392822,0,false,false
2024-06-17T15:53:55.000000000,0.00239064736658426,-36.82002556783315,0,false,false
2024-06-17T15:54:00.000000000,0.04877387298876666,-37.945330003204326,0,false,false
