time,enmo,anglez,physical_activity_levels,nonwear_epoch,sleep_windows_epoch
2024-06-17T15:54:05.000000000,0.041868636085927564,-30.49112619502914,0,false,false
2024-06-17T15:54:10.000000000,0.003664620016683181,-42.22802038501832,0,false,false
2024-06-17T15:54:15.000000000,0.0034103779529602927,-41.76195256103622,0,false,false
2024-06-17T15:54:20.000000000,0.00294667085291763,-41.359090799360374,0,false,false
2024-06-17T15:54:25.000000000,0.0026618610709254606,-41.134228898667395,0,false,false
2024-06-17T15:54:30.000000000,0.002680030924270113,-40.919821773440184,0,false,false
2024-06-17T15:54:35.000000000,0.002460223466351094,-40.708556538792976,0,false,false
2024-06-17T15:54:40.000000000,0.0030094948391799587,-40.65198433782376,0,false,false
2024-06-17T15:54:45.000000000,0.002771777822784785,-40.246603824188156,0,false,false
2024-06-17T15:54:50.000000000,0.0026622653857133324,-40.013416458105105,0,false,false
2024-06-17T15:54:55.000000000,0.01368850976251303,-33.30376630888902,0,false,false
2024-06-17T15:55:00.000000000,0.03136914903181893,-26.723596539133823,0,false,false
2024-06-17T15:55:05.000000000,0.0071612011996534854,-32.16067191214736,0,false,false
2024-06-17T15:55:10.000000000,0.004013413794822571,-31.877527792958936,0,false,false
2024-06-17T15:55:15.000000000,0.0038470898341516156,-32.1588314479086,0,false,false
2024-06-17T15:55:20.000000000,0.004409333519743182,-32.27067595758226,0,false,false
2024-06-17T15:55:25.000000000,0.0036261002294991213,-32.46867777362131,0,false,false
2024-06-17T15:55:30.000000000,0.0037509676862950894,-32.295548209220954,0,false,false
2024-06-17T15:55:35.000000000,0.0040878306164318775,-32.48217204462177,0,false,false
2024-06-17T15:55:40.000000000,0.010757628068909142,-36.29330483196665,0,false,false
2024-06-17T15:55:45.000000000,0.002788781903689866,-37.87744923971231,0,false,false
2024-06-17T15:55:50.000000000,0.0029476031975620275,-37.76214005825304,0,false,false
2024-06-17T15:55:55.000000000,0.0030023876405700454,-37.85143092080945,0,false,false
2024-06-17T15:56:00.000000000,0.002827630901842735,-37.68802720765247,0,false,false
2024-06-17T15:56:05.000000000,0.002799694601095403,-37.54722192087969,0,false,false
2024-06-17T15:56:10.000000000,0.002575318080326306,-37.860733800614405,0,false,false
2024-06-17T15:56:15.000000000,0.0028523529398218252,-37.90749005966566,0,false,false
2024-06-17T15:56:20.000000000,0.002421890925588901,-37.927112225677135,0,false,false
2024-06-17T15:56:25.000000000,0.0032217101827055113,-38.00221578169383,0,false,false
2024-06-17T15:56:30.000000000,0.005337295591408787,-42.58300473678412,0,false,false
2024-06-17T15:56:35.000000000,0.005084394755529109,-50.577093923008796,0,false,false
2024-06-17T15:56:40.000000000,0.004671503839442011,-51.94375205114898,0,false,false
2024-06-17T15:56:45.000000000,0.005200233159946477,-52.31810765317605,0,false,false
2024-06-17T15:56:50.000000000,0.005068655128475848,-52.74368669468936,0,false,false
2024-06-17T15:56:55.000000000,0.004951356986379718,-53.064868709008415,0,false,false
2024-06-17T15:57:00.000000000,0.005329673320209941,-53.17472466862141,0,false,false
2024-06-17T15:57:05.000000000,0.005183007769433627,-53.262463026867266,0,false,false
2024-06-17T15:57:10.000000000,0.004344267536105564,-53.42798331307836,0,false,false
2024-06-17T15:57:15.000000000,0.004474670131051373,-53.49783067915996,0,false,false
2024-06-17T15:57:20.000000000,0.005150338893754525,-53.86526301725431,0,false,false
2024-06-17T15:57:25.000000000,0.034967511645682015,-44.686788382680895,0,false,false
2024-06-17T15:57:30.000000000,0.0404745204284234,-40.752460470139766,0,false,false
2024-06-17T15:57:35.000000000,0.00532284600269971,-54.6756415155306,0,false,false
2024-06-17T15:57:40.000000000,0.004328509511094539,-54.94371796535472,0,false,false
2024-06-17T15:57:45.000000000,0.0038009269310294415,-55.21159061201737,0,false,false
2024-06-17T15:57:50.000000000,0.0034507282488349623,-55.7964793643903,0,false,false
2024-06-17T15:57:55.000000000,0.0030105981696175637,-55.896550601128325,0,false,false
2024-06-17T15:58:00.000000000,0.003291314133490714,-55.954548061750174,0,false,false
2024-06-17T15:58:05.000000000,0.0035813110477692822,-55.891601922540985,0,false,false
2024-06-17T15:58:10.000000000,0.024747463891571234,-29.87980828818839,0,false,false
2024-06-17T15:58:15.000000000,0.0009975706887424766,-14.428114385809167,0,false,false
2024-06-17T15:58:20.000000000,0.0010835021415347963,-14.54198513969386,0,false,false
2024-06-17T15:58:25.000000000,0.0010396761755586984,-14.700714016279258,0,false,false
2024-06-17T15:58:30.000000000,0.0015106732015374802,-14.874830285206238,0,false,false
2024-06-17T15:58:35.000000000,0.0011268360211366295,-14.785272437925045,0,false,false
2024-06-17T15:58:40.000000000,0.001152385591774899,-15.581156782326458,0,false,false
2024-06-17T15:58:45.000000000,0.000948994288386021,-15.810853722373043,0,false,false
2024-06-17T15:58:50.000000000,0.0010356866222101064,-15.326814030225195,0,false,false
2024-06-17T15:58:55.000000000,0.0008189400594957845,-15.26292353694098,0,false,false
2024-06-17T15:59:00.000000000,0.0010479073461852513,-15.43076333513393,0,false,false
2024-06-17T15:59:05.000000000,0.034475955366390976,-36.018934766823946,0,false,false
2024-06-17T15:59:10.000000000,0.022479245242499484,-41.358347413656126,0,false,false
2024-06-17T15:59:15.000000000,0.024989927592164,-53.053665244633436,0,false,false
2024-06-17T15:59:20.000000000,0.01337137821980391,-77.51493316095328,0,false,false
2024-06-17T15:59:25.000000000,0.013060148624665946,-71.68999650043199,0,false,false
2024-06-17T15:59:30.000000000,0.0710878246267064,-55.794713857177875,1,false,false
2024-06-17T15:59:35.000000000,0.005467297663514324,-50.32892344530737,0,false,false
2024-06-17T15:59:40.000000000,0.006179229721978542,-50.30297494579399,0,false,false
2024-06-17T15:59:45.000000000,0.006470394722827648,-50.226609110640034,0,false,false
2024-06-17T15:59:50.000000000,0.005288253265462355,-50.29792785159582,0,false,false
2024-06-17T15:59:55.000000000,0.005562694037485305,-50.22632732694527,0,false,false
2024-06-17T16:00:00.000000000,0.005919169327162958,-50.4305064540148,0,false,false
2024-06-17T16:00:05.000000000,0.005731870028526045,-50.50949321710923,0,false,false
2024-06-17T16:00:10.000000000,0.005089320572906975,-57.638829197551374,0,false,false
2024-06-17T16:00:15.000000000,0.005084192996582539,-53.867973073411356,0,false,false
2024-06-17T16:00:20.000000000,0.0056701152389441725,-54.94213224861943,0,false,false
2024-06-17T16:00:25.000000000,0.00515071070583919,-54.92030727147673,0,false,false
2024-06-17T16:00:30.000000000,0.0050250723287403746,-55.01214776587869,0,false,false
2024-06-17T16:00:35.000000000,0.0046306859468091995,-54.804519655764686,0,false,false
2024-06-17T16:00:40.000000000,0.005079091981828874,-54.88717446467816,0,false,false
2024-06-17T16:00:45.000000000,0.004187857309255935,-54.84580283131174,0,false,false
2024-06-17T16:00:50.000000000,0.004983742770929207,-54.94503688418947,0,false,false
2024-06-17T16:00:55.000000000,0.004435995998662079,-55.111623114391065,0,false,false
2024-06-17T16:01:00.000000000,0.0044393607435680715,-55.34512242876716,0,false,false
2024-06-17T16:01:05.000000000,0.0038374967372775104,-55.46349662208603,0,false,false
2024-06-17T16:01:10.000000000,0.03157825385380551,-60.11308414614267,0,false,false
2024-06-17T16:01:15.000000000,0.036388233344446505,-36.426812091269795,0,false,false
2024-06-17T16:01:20.000000000,0.0003691418983744469,-25.293562627502183,0,false,false
2024-06-17T16:01:25.000000000,0.0001685334966354642,-25.375691009866035,0,false,false
2024-06-17T16:01:30.000000000,0.0003375535270247602,-25.364211842252438,0,false,false
2024-06-17T16:01:35.000000000,0.0004750580391443323,-25.25309591352247,0,false,false
2024-06-17T16:01:40.000000000,0.0002706882667834735,-25.207338665600258,0,false,false
2024-06-17T16:01:45.000000000,0.0003893362701093439,-25.104326299098872,0,false,false
2024-06-17T16:01:50.000000000,0.00017391147127629718,-25.316284127845147,0,false,false
2024-06-17T16:01:55.000000000,0.0003735306178062407,-25.113177994575338,0,false,false
2024-06-17T16:02:00.000000000,0.0003979314556345348,-25.145891352068322,0,false,false
2024-06-17T16:02:05.000000000,0.00045122590089676266,-25.15015239452432,0,false,false
2024-06-17T16:02:10.000000000,0.0005821238295052301,-25.395580731997917,0,false,false
2024-06-17T16:02:15.000000000,0.0005020803763954499,-25.650769448949994,0,false,false
2024-06-17T16:02:20.000000000,0.0004482154541068417,-25.789973741137384,0,false,false
2024-06-17T16:02:25.000000000,0.0005196409453163191,-25.562326277928904,0,false,false
2024-06-17T16:02:30.000000000,0.00023859779496037423,-25.54490311689741,0,false,false
2024-06-17T16:02:35.000000000,0.0004828792541720661,-25.30115066865271,0,false,false
2024-06-17T16:02:40.000000000,0.0004951005657352433,-25.439327779885947,0,false,false
2024-06-17T16:02:45.000000000,0.0004210766101485978,-25.446382641919563,0,false,false
2024-06-17T16:02:50.000000000,0.0004304981606443999,-25.2222552436677,0,false,false
2024-06-17T16:02:55.000000000,0.0002610865382102734,-25.115311951859862,0,false,false
2024-06-17T16:03:00.000000000,0.00047691235034181894,-25.0688945239443,0,false,false
2024-06-17T16:03:05.000000000,0.000534295780196498,-25.166366403319113,0,false,false
2024-06-17T16:03:10.000000000,0.00045462635641482747,-24.92660248870496,0,false,false
2024-06-17T16:03:15.000000000,0.0003590906862316349,-24.52791203595579,0,false,false
2024-06-17T16:03:20.000000000,0.0003187271527892969,-24.601562113545285,0,false,false
2024-06-17T16:03:25.000000000,0.0003073402694763816,-24.59433840298883,0,false,false
2024-06-17T16:03:30.000000000,0.00032753155375927785,-24.610990248028372,0,false,false
2024-06-17T16:03:35.000000000,0.000384657646635805,-24.70224342858933,0,false,false
2024-06-17T16:03:40.000000000,0.00038810179815882345,-24.608483799382707,0,false,false
2024-06-17T16:03:45.000000000,0.00046948265269729656,-24.54734749267259,0,false,false
2024-06-17T16:03:50.000000000,0.0004320854756386268,-24.620070492097366,0,false,false
2024-06-17T16:03:55.000000000,0.00035662669402114044,-24.53828881002556,0,false,false
2024-06-17T16:04:00.000000000,0.0005412092242564892,-24.462678777900074,0,false,false
2024-06-17T16:04:05.000000000,0.00034769479347321,-24.59099703133795,0,false,false
2024-06-17T16:04:10.000000000,0.0004413805581620234,-24.582439751731865,0,false,false
2024-06-17T16:04:15.000000000,0.0004965050754774647,-24.464423487083874,0,false,false
2024-06-17T16:04:20.000000000,0.0005904527496682007,-24.50976032950608,0,false,false
2024-06-17T16:04:25.000000000,0.00032015801510360133,-24.485845296778905,0,false,false
2024-06-17T16:04:30.000000000,0.00041258779734721106,-24.604406361624857,0,false,false
2024-06-17T16:04:35.000000000,0.0030592690477441262,-24.553173744738995,0,false,false
2024-06-17T16:04:40.000000000,0.04480168096945915,-40.503903674648235,0,false,false
2024-06-17T16:04:45.000000000,0.095889398199241,-21.29431825898927,1,false,false
2024-06-17T16:04:50.000000000,0.3639418585537073,-10.235906541387573,2,false,false
2024-06-17T16:04:55.000000000,0.6203755970553416,-18.550411439392512,2,false,false
2024-06-17T16:05:00.000000000,0.15648543417007105,-8.215309304396119,1,false,false
2024-06-17T16:05:05.000000000,0.06815883187134443,-6.253317234690725,1,false,false
2024-06-17T16:05:10.000000000,0.04228717672681939,17.903377413022152,0,false,false
2024-06-17T16:05:15.000000000,0.09445480467767575,1.6333363581618972,1,false,false
2024-06-17T16:05:20.000000000,0.08276272970050887,9.694075524970264,1,false,false
2024-06-17T16:05:25.000000000,0.0609170702507506,27.549526810676575,1,false,false
2024-06-17T16:05:30.000000000,0.0975515306360756,26.38563945895726,1,false,false
2024-06-17T16:05:35.000000000,0.043219911184805074,13.150008747725291,0,false,false
2024-06-17T16:05:40.000000000,0.06728326271314816,-7.492793173587932,1,false,false
2024-06-17T16:05:45.000000000,0.057420925717140345,-10.26791829790803,1,false,false
2024-06-17T16:05:50.000000000,0.06471453952604522,5.131541231896157,1,false,false
2024-06-17T16:05:55.000000000,0.018041439042429695,32.862963033483844,0,false,false
2024-06-17T16:06:00.000000000,0.017904566503298483,-0.5425787689253415,0,false,false
2024-06-17T16:06:05.000000000,0.03828552428186928,-6.795275604871187,0,false,false
2024-06-17T16:06:10.000000000,0.039880229828463565,-3.795983509666859,0,false,false
2024-06-17T16:06:15.000000000,0.029172765959637872,-0.8595562719469382,0,false,false
2024-06-17T16:06:20.000000000,0.04649411512404146,5.102786673480091,0,false,false
2024-06-17T16:06:25.000000000,0.010161719868273755,4.596535695099032,0,false,false
2024-06-17T16:06:30.000000000,0.06997282314109704,1.180336669174664,1,false,false
2024-06-17T16:06:35.000000000,0.015287469578390365,-6.6035158949764305,0,false,false
2024-06-17T16:06:40.000000000,0.07051279634700379,1.9196581816993556,1,false,false
2024-06-17T16:06:45.000000000,0.13575902376137086,-14.64180382150828,1,false,false
2024-06-17T16:06:50.000000000,0.12213956860831068,-3.2548181201669433,1,false,false
2024-06-17T16:06:55.000000000,0.13842693709680548,-11.118166857311751,1,false,false
2024-06-17T16:07:00.000000000,0.11957974493430051,0.10347439339018508,1,false,false
2024-06-17T16:07:05.000000000,0.06401180057694814,21.65906873744548,1,false,false
2024-06-17T16:07:10.000000000,0.07420293878592238,7.824340392489824,1,false,false
2024-06-17T16:07:15.000000000,0.07074981485904629,5.787593517844808,1,false,false
2024-06-17T16:07:20.000000000,0.05587248288273838,7.794679461403015,0,false,false
2024-06-17T16:07:25.000000000,0.20737518128186874,22.512122648620476,2,false,false
2024-06-17T16:07:30.000000000,0.07026975380603737,17.59050847377459,1,false,false
2024-06-17T16:07:35.000000000,0.12043313933461716,37.98117804343169,1,false,false
2024-06-17T16:07:40.000000000,0.1182475438419677,24.40161325196284,1,false,false
2024-06-17T16:07:45.000000000,0.19339360024695515,25.192040115621023,2,false,false
2024-06-17T16:07:50.000000000,0.13436713356076754,18.821303875245956,1,false,false
2024-06-17T16:07:55.000000000,0.05097990585952407,18.496798271244128,0,false,false
2024-06-17T16:08:00.000000000,0.07437363155779429,2.929399590547337,1,false,false
2024-06-17T16:08:05.000000000,0.038535845850126454,17.800390361151653,0,false,false
2024-06-17T16:08:10.000000000,0.07994663757642671,2.4611448497128112,1,false,false
2024-06-17T16:08:15.000000000,0.17270751115958924,-3.5435065256545326,1,false,false
2024-06-17T16:08:20.000000000,0.17080010503420268,1.6924614105907323,1,false,false
2024-06-17T16:08:25.000000000,0.05554574696777275,6.978473650630885,0,false,false
2024-06-17T16:08:30.000000000,0.060808013480416985,1.9616739821268452,1,false,false
2024-06-17T16:08:35.000000000,0.05217272270277678,25.41620304133631,0,false,false
2024-06-17T16:08:40.000000000,0.07537801596825372,15.72871242341517,1,false,false
2024-06-17T16:08:45.000000000,0.046110936274260966,-2.6100923660777986,0,false,false
2024-06-17T16:08:50.000000000,0.07526164226983882,-8.704027643693312,1,false,false
2024-06-17T16:08:55.000000000,0.03418801670510073,0.13219758922006644,0,false,false
2024-06-17T16:09:00.000000000,0.05240422073165962,4.463053286844981,0,false,false
2024-06-17T16:09:05.000000000,0.08042271496142155,10.120475383219416,1,false,false
2024-06-17T16:09:10.000000000,0.18054932400686455,19.380169004365527,1,false,false
2024-06-17T16:09:15.000000000,0.07325289021702794,14.48561634103866,1,false,false
2024-06-17T16:09:20.000000000,0.06350951831008561,19.628276752874562,1,false,false
2024-06-17T16:09:25.000000000,0.08605214089084098,14.022869514323896,1,false,false
2024-06-17T16:09:30.000000000,0.11717452317157583,6.156693906201098,1,false,false
2024-06-17T16:09:35.000000000,0.09363643310543641,24.058335877445025,1,false,false
2024-06-17T16:09:40.000000000,0.07142696349202732,19.869180536876932,1,false,false
2024-06-17T16:09:45.000000000,0.07743967792700437,22.93513002775275,1,false,false
2024-06-17T16:09:50.000000000,0.07951807408339627,24.520696049847196,1,false,false
2024-06-17T16:09:55.000000000,0.0477200642590639,28.880439075483125,0,false,false
2024-06-17T16:10:00.000000000,0.0212081310825189,43.57245290732451,0,false,false
2024-06-17T16:10:05.000000000,0.07046229005273409,4.648576193887661,1,false,false
2024-06-17T16:10:10.000000000,0.08372814575546922,16.273041009787626,1,false,false
2024-06-17T16:10:15.000000000,0.1198057374082209,3.1576864017291357,1,false,false
2024-06-17T16:10:20.000000000,0.07581069404981157,10.130122105795802,1,false,false
2024-06-17T16:10:25.000000000,0.19962690310755699,45.63364031755234,2,false,false
2024-06-17T16:10:30.000000000,0.10602317167576697,12.623318836685309,1,false,false
2024-06-17T16:10:35.000000000,0.09349991546775219,11.74710898798808,1,false,false
2024-06-17T16:10:40.000000000,0.13141676976816244,16.26694954234872,1,false,false
2024-06-17T16:10:45.000000000,0.11949590995665342,17.979042161294355,1,false,false
2024-06-17T16:10:50.000000000,0.13977694625785625,17.979260060095704,1,false,false
2024-06-17T16:10:55.000000000,0.0910321433926868,-23.01869182813599,1,false,false
2024-06-17T16:11:00.000000000,0.09832999466511588,32.79357947017693,1,false,false
2024-06-17T16:11:05.000000000,0.07716341564754896,20.86530598081974,1,false,false
2024-06-17T16:11:10.000000000,0.12855352390004018,20.49279027502123,1,false,false
2024-06-17T16:11:15.000000000,0.011934784819749543,2.5379572745238907,0,false,false
2024-06-17T16:11:20.000000000,0.05210777470920307,15.008131812866184,0,false,false
2024-06-17T16:11:25.000000000,0.1521199167956884,10.114083293967925,1,false,false
2024-06-17T16:11:30.000000000,0.1123877488965452,9.43934421390657,1,false,false
2024-06-17T16:11:35.000000000,0.0737858199575392,0.2176110755160507,1,false,false
2024-06-17T16:11:40.000000000,0.11615709000140655,7.3302660516444,1,false,false
2024-06-17T16:11:45.000000000,0.0590987577100055,6.74057884733948,1,false,false
2024-06-17T16:11:50.000000000,0.11600675999418444,7.432277039173141,1,false,false
2024-06-17T16:11:55.000000000,0.18649178849394402,8.029971968276998,1,false,false
2024-06-17T16:12:00.000000000,0.07525067862349905,8.953325770282596,1,false,false
2024-06-17T16:12:05.000000000,0.09592110883307992,9.297044383721998,1,false,false
2024-06-17T16:12:10.000000000,0.01823440528390905,10.13931934668842,0,false,false
2024-06-17T16:12:15.000000000,0.07861796879686299,6.508030550624723,1,false,false
2024-06-17T16:12:20.000000000,0.0717074254033364,10.453175574201621,1,false,false
2024-06-17T16:12:25.000000000,0.09071510992660006,-15.306653308473066,1,false,false
2024-06-17T16:12:30.000000000,0.07475165258524522,3.0622872715824134,1,false,false
2024-06-17T16:12:35.000000000,0.09524061497502781,29.3381561479573,1,false,false
2024-06-17T16:12:40.000000000,0.06827550135472026,12.272234093523311,1,false,false
2024-06-17T16:12:45.000000000,0.05661675868668612,11.551943255608927,1,false,false
2024-06-17T16:12:50.000000000,0.07048615342592546,-13.36555532473981,1,false,false
2024-06-17T16:12:55.000000000,0.11437568712842631,22.910982213742166,1,false,false
2024-06-17T16:13:00.000000000,0.03629612922047356,12.452329490716123,0,false,false
2024-06-17T16:13:05.000000000,0.05293995778481562,13.359952851201133,0,false,false
2024-06-17T16:13:10.000000000,0.008341616637563425,11.465450982778496,0,false,false
2024-06-17T16:13:15.000000000,0.039256735929396665,8.094311558463643,0,false,false
2024-06-17T16:13:20.000000000,0.06766280586609878,15.427676378606117,1,false,false
2024-06-17T16:13:25.000000000,0.045691143808536,-13.589002119752685,0,false,false
2024-06-17T16:13:30.000000000,0.04029867225901473,-21.120559282086752,0,false,false
2024-06-17T16:13:35.000000000,0.03560103516044511,-30.26931498673423,0,false,false
