mse_enmo,mse_anglez,median_anglez_diff
0.13461406098264042,256.91467475851164,-0.022739999999998872
0.0018722653545862225,4577.536573421325,-80.4852
0.0028346764704787445,235.17729533153062,-0.09403500000000165
0.000488698823459644,183.2098441870565,0.025830499999999534
0.0001914959973862432,79.5210400634118,0.07380749999999736
0.00034537242306383504,416.2393635469449,0.035594000000003234
0.00837052822026299,1388.132026028288,0.05383600000000399
0.0059519505703462166,4906.10656480316,-22.878763999999997
1.4284157252714331e-6,10.733960375483775,0.03559940000000106
0.002677894324010732,340.93358319691856,-0.83880825
0.005112403167246247,2250.820102706736,0.14113550000000075
0.000217242149119779,1188.880626050643,-0.008862349999999797
0.000056098504876997716,51.39303147238861,0.06595500000000243
0.000012061493999708343,16.060978336437824,0.0926899999999975
0.0002475224258315728,305.8291992120438,-0.09942999999999813
0.00093419828776664,444.15057811069244,0.06786999999999921
0.006227370924083769,1746.391718480515,0.1740700000000004
0.00008831012600768436,85.59141818848944,0.09851849999999729
1.3488292974227454e-6,12.836596240705752,0.016354999999998565
0.0009342679299484932,3887.6271718999324,-3.7811553
0.00169934595063543,3172.9851345539496,0.22999249999999893
0.018698824307869344,2176.1089156195303,0.017115000000003988
0.0001290398159925884,148.26958220091822,-0.00292699999999968
0.0031622037735920022,1492.1264815301083,0.027326999999999657
0.000049221969044017205,6927.046235482788,-86.2382275
0.003878839614004883,2219.97434510734,0.19297599999999981
0.0027607036348070006,5989.956208643691,-49.770793000000005
2.2116074774680726e-6,18.2949055017295,0.04855750000000025
0.007182093768702329,571.5402686869378,0.022397684999995227
0.000015030702456471851,20.670706800548928,-0.08339999999999748
0.0015935758527327172,2497.414337831324,0.08373000000000275
0.0016873583666509127,312.2158832652065,0.08134400000000053
0.00017203454939287071,267.85854196747897,0.02205025000000349
0.000026548237560313866,16.796984537420528,0.05053000000000196
0.0009263183716008819,807.0957940613149,0.06739799999999718
0.001725398564907355,840.1891214101332,-0.03679199999999838
0.0001453985352146933,634.1379034420647,0.048799999999999955
0.00020358408899039864,4918.066392270682,72.672365
0.0001388141237854356,75.59424509775141,0.19140999999999764
0.0001522051387166529,38.53835722681733,0.0049829999999992935
0.004611393747506113,1853.0369514115273,0.02762999999999849
0.002577071009956859,7361.477674748195,-88.92546
0.00044462192435266746,212.55274830886611,0.0076169999999979865
0.0020963929225527892,6199.280905588556,0.09262449999999944
0.0000735014823662199,31.037458347744042,0.10466299999999862
0.00006517573953510054,27.62652869070095,-0.003907500000002173
0.0004968485231294299,574.9742979038418,0.09234199999999504
0.0015211323523236684,1401.853430974136,-0.055780999999999636
0.00023687493662211017,607.9277514990465,0.0702039999999986
0.00017471619987678372,115.46998539219668,-0.1559260000000009
5.045939515439888e-6,15.187849882674877,-0.020224000000002462
0.0007918521372070975,146.8102966644156,0.04888399999999837
0.00008272027925205905,163.35187508388165,-0.00048699999999968213
0.0001830493077726547,144.2597057922382,0.0371699999999997
0.00047402460255224543,499.01728365279047,-0.6653037499999988
0.01986880893957258,1881.3051824473423,0.7345259999999989
0.00004531899455345691,19.80011417295233,0.07678049999999992
0.00008010754989203228,43.09271876785383,0.03902750000000221
0.0003290341393588407,27.94272551484528,0.04843559999999947
0.0005567996652070118,154.33963331543217,0.027823499999999335
0.00008066478532524004,146.80468638773652,0.0786044999999973
3.5627035030594354e-7,19.39499487369663,0.03505999999999787
0.008898863918885556,786.9912617211584,0.016053949999999984
0.00004291441554490032,90.05124534635938,0.021367999999998943
4.400311407286213e-6,24.942810793320213,-0.007795999999999026
0.0010708777427679052,192.49869528607422,0.025039999999997065
0.000028763804384977862,32.2819921260933,0.012940000000000396
0.00015553924611936995,212.36826638328338,0.6076269999999973
0.000017974238452281007,38.09687015165305,0.06645499999999771
0.011859174630361973,2793.357009711185,-15.8534135
0.00012290810865690492,320.4592830907009,-0.09898499999999988
0.000024001945442599927,71.4566712628117,-0.13700000000000045
0.0008762018657525285,2637.0148042636015,2.2579700000000003
0.002891295621923986,2340.178010853629,0.19980999999999938
0.008311098283307164,1205.7733864200225,-0.30204649999999944
0.013745121432649445,1929.4674896188735,0.10840299999999914
0.0002758433226184079,241.87558353141114,0.06132999999999811
0.001506486661965082,776.4125123005028,0.011324000000000112
8.749395568738156e-7,19.769747396427263,0.020252000000001047
0.00023050468480573518,0.8002443988639365,0.011205000000003906
0.0006740276619766743,360.6364497382424,0.017680000000012797
0.00011025743227464042,42.48954937764552,-0.2160744999999995
0.0016618251976532755,1064.3666194787997,0.3690262000000004
0.0003330869447565759,480.72858231525396,0.0692499999999967
0.007031803841220431,2252.170070671875,-0.3735966500000023
0.00021825233108217047,1386.5651548968387,-0.008597000000000854
0.0034358185829247703,5655.476540103014,-69.73978000000001
0.0010729971471775113,65.70550931818491,0.012449999999994077
0.000012835668412011915,88.83813970486337,0.0313673500000029
0.000245015510847813,366.6635625858223,0.022802999999996132
0.00010659380350856212,455.02229681110094,0.03527300000000366
0.00003266010882372793,68.96025485446955,0.17644899999999986
0.004653633482510836,3998.5509876902843,-13.471310000000003
5.671931570273184e-6,32.14594372241766,0.011666279999997864
0.0012023110096952214,2973.040565885935,-40.552704
0.0013928015339316033,1026.891854237832,0.07065250000000045
0.01869238309161947,4674.362594189682,0.6546710000000004
0.0009940976065497067,2374.5456570108827,-8.224019999999996
0.000520792087172562,292.3399601177994,-0.0521644
0.005740880775991365,2914.8574131734053,-0.47556750000000214
0.0003523457432986425,92.43292611553635,0.014316000000000884
2.067508493404864e-6,3.852273064679136,-0.03436649999999908
0.00016807512651558282,45.411820570157474,0.04701999999999984
0.00025167686176479006,8.040117786390285,1.039332500000004
0.000024917223813242267,38.6531727653847,0.053002000000004656
0.01126614510992636,1011.0299968713337,-0.04738100000000145
0.01567102875292142,2094.9078721731903,-0.010609999999999786
0.0005752444272601628,631.7283918042144,0.027503499999999903
0.0001245767281071397,145.48421115757492,0.10270500000000027
0.00011301311576546243,138.39879896907198,0.015443200000000878
0.00001604320839894623,33.626251593323296,0.015995000000000203
0.002803818446819006,2603.025800025771,-0.04518450000000174
