mean_iat,mean_pciat,std_iat,std_pciat
126.81585512669886,16.815855126698867,6.003892910701762,6.003892910701762
,-23.91734996102884,,6.4408559332999396
92.39975890207715,34.39975890207715,6.492383193006747,6.492383193006747
274.7404633051742,224.74046330517425,6.083898494738938,6.083898494738938
41.78166562278028,41.78166562278028,8.120224979402977,8.120224979402977
115.02425804939502,115.02425804939502,6.853271381928598,6.853271381928598
62.54740561408101,56.54740561408101,6.139760158274226,6.139760158274226
74.81977501656479,74.81977501656479,6.7345365181653944,6.7345365181653944
46.85904298459043,46.85904298459043,6.184447251266159,6.184447251266159
,133.03210016003013,,6.40128770169934
53.045532872866225,16.04553287286622,9.084207386541681,9.084207386541681
24.341566690190543,61.34156669019055,6.541913979843925,6.541913979843925
5.810456297401467,5.810456297401467,3.234119214986163,3.234119214986163
-17.72891872074003,-15.72891872074003,3.5632622735925334,3.5632622735925334
11.826524640056187,12.826524640056187,6.859195643161643,6.859195643161643
154.48133234248715,35.481332342487136,10.388706286315612,10.388706286315612
89.04385998989939,15.043859989899381,0.7586200326766902,0.7586200326766847
,15.154691794267766,,10.8090233732154
163.70657711903658,162.70657711903658,13.592712659896861,13.592712659896861
140.99368835897334,66.99368835897333,12.630521753327008,12.630521753327008
124.7591418938142,46.7591418938142,4.670330504528859,4.670330504528859
-7.4998742981647535,-9.499874298164753,0.8956467226574744,0.8956467226574744
16.827431564596562,120.82743156459657,5.590944209081433,5.590944209081433
107.67100627052852,73.67100627052852,6.722581336529148,6.722581336529148
39.63813989839781,-16.36186010160219,6.165655785918583,6.165655785918583
144.8387310568591,49.838731056859096,6.655212449754973,6.655212449754973
11.380131438178205,39.3801314381782,6.568586827032898,6.568586827032898
140.70043345154738,140.70043345154738,6.6231294257526,6.6231294257526
18.439898568203606,18.439898568203606,6.489659963589453,6.489659963589453
90.77467173667637,120.77467173667637,6.752153551108162,6.752153551108162
353.69321461563754,382.69321461563754,3.22051188319538,3.22051188319538
32.84734226124612,32.84734226124612,13.727579628977432,13.727579628977432
,25.962188882143785,,6.9467095422628695
71.08481361020766,48.084813610207654,1.3496012929245442,1.3496012929245442
71.60575821509846,35.60575821509847,6.278383188770071,6.278383188770071
11.099011026486302,96.09901102648631,6.475105257532349,6.475105257532349
295.6813597869348,295.6813597869348,6.708154569700531,6.708154569700531
11.204136275505494,67.20413627550549,6.517101318213678,6.517101318213678
12.522992896963522,12.522992896963522,7.092130902254961,7.092130902254961
107.04662418523202,39.04662418523203,8.423441671263689,8.423441671263689
11.565809288597073,65.56580928859707,6.668066964277263,6.668066964277263
,316.5900638021227,,6.641657438200726
24.675054340806856,124.67505434080685,6.090409034951044,6.090409034951044
